-5.400000,-3.599999
28.542856,16.489288
28.510622,23.931067
28.542856,26.781990
28.542856,27.870304
28.542856,28.285967
28.607325,28.484577
28.639559,28.580360
28.542856,28.557182
28.575090,28.568251
28.575090,28.572477
28.639559,28.613935
28.639559,28.629772
28.542856,28.576056
28.575090,28.575459
28.607325,28.595152
28.575090,28.582754
28.575090,28.578018
28.607325,28.596130
28.542856,28.563206
28.607325,28.590473
28.639559,28.620810
28.639559,28.632397
28.639559,28.636824
28.639559,28.638514
28.607325,28.619238
28.639559,28.631798
28.639559,28.636595
28.639559,28.638426
28.671793,28.659048
28.639559,28.647003
28.639559,28.642403
28.607325,28.620724
28.671793,28.652287
28.671793,28.664343
28.639559,28.649025
28.607325,28.623253
28.704027,28.673174
28.671793,28.672321
28.639559,28.652073
28.704027,28.684183
28.639559,28.656603
28.704027,28.685913
28.639559,28.657265
28.736265,28.706089
28.671793,28.684893
28.639559,28.656876
28.671793,28.666096
28.639559,28.649694
28.639559,28.643431
28.671793,28.660959
28.671793,28.667654
28.832968,28.769823
28.704027,28.729158
28.671793,28.693705
28.704027,28.700085
28.704027,28.702520
28.671793,28.683529
28.671793,28.676275
28.639559,28.653584
28.671793,28.664837
28.639559,28.649214
28.736265,28.703014
28.704027,28.703640
28.671793,28.683958
28.671793,28.676439
28.768499,28.733335
28.671793,28.695301
28.671793,28.680773
28.704027,28.695145
28.671793,28.680712
28.639559,28.655277
28.704027,28.685406
28.704027,28.696915
28.704027,28.701311
28.704027,28.702990
28.671793,28.683708
28.671793,28.676344
28.768499,28.733299
28.704027,28.715208
28.704027,28.708298
28.704027,28.705658
28.671793,28.684729
28.671793,28.676733
28.671793,28.673679
28.671793,28.672514
28.671793,28.672068
28.704027,28.691820
28.575090,28.619677
28.607325,28.612043
28.575090,28.589205
28.575090,28.580482
28.575090,28.577150
28.607325,28.595798
28.510622,28.543156
28.575090,28.562893
28.607325,28.590353
28.639559,28.620764
28.639559,28.632380
28.607325,28.616896
28.607325,28.610981
28.639559,28.628643
28.671793,28.655312
28.639559,28.645576
28.639559,28.641857
28.639559,28.640436
28.607325,28.619972
28.639559,28.632078
28.704027,28.676544
28.671793,28.673607
28.607325,28.632643
28.639559,28.636917
28.639559,28.638550
28.639559,28.639174
28.671793,28.659334
28.639559,28.647112
28.478388,28.542835
28.704027,28.642458
28.639559,28.640667
28.639559,28.639982
28.639559,28.639721
28.671793,28.659542
28.639559,28.647192
28.639559,28.642475
28.671793,28.660595
28.639559,28.647594
28.639559,28.642628
28.671793,28.660652
28.639559,28.647615
28.671793,28.662558
28.704027,28.688187
28.639559,28.658133
28.671793,28.666574
28.736265,28.709646
28.704027,28.706173
28.832968,28.784536
28.671793,28.714857
28.671793,28.688242
28.671793,28.678076
28.704027,28.694115
28.671793,28.680319
28.768499,28.734818
28.800734,28.775557
28.639559,28.691505
28.704027,28.699244
28.704027,28.702200
28.704027,28.703329
28.704027,28.703760
28.736265,28.723850
28.704027,28.711599
28.671793,28.686998
28.704027,28.697523
28.704027,28.701542
28.704027,28.703077
28.736265,28.723589
28.704027,28.711498
28.639559,28.667038
28.671793,28.669977
28.671793,28.671099
28.704027,28.691450
28.768499,28.739069
28.704027,28.717411
28.639559,28.669296
28.671793,28.670839
28.671793,28.671429
28.704027,28.691576
28.671793,28.679350
28.736265,28.714525
28.768499,28.747883
28.768499,28.760624
28.671793,28.705723
28.639559,28.664831
28.671793,28.669134
28.671793,28.670778
28.768499,28.731173
28.704027,28.714396
28.832968,28.787678
28.736265,28.755903
28.704027,28.723843
28.704027,28.711596
28.704027,28.706919
28.704027,28.705132
28.768499,28.744295
28.736265,28.739332
28.704027,28.717512
28.671793,28.689257
28.768499,28.738232
28.671793,28.697170
28.736265,28.721333
28.639559,28.670794
28.736265,28.711258
28.704027,28.706789
28.736265,28.725006
28.671793,28.692118
28.671793,28.679556
28.704027,28.694679
28.639559,28.660612
28.671793,28.667522
28.639559,28.650240
28.736265,28.703407
28.736265,28.723715
28.704027,28.711548
28.671793,28.686977
28.671793,28.677593
28.671793,28.674009
28.671793,28.672640
28.768499,28.731884
28.671793,28.694746
28.639559,28.660639
28.768499,28.727301
28.704027,28.712917
28.768499,28.747269
28.736265,28.740469
28.704027,28.717947
28.704027,28.709345
28.704027,28.706059
28.704027,28.704803
28.671793,28.684402
28.704027,28.696531
28.736265,28.721088
28.671793,28.690622
28.736265,28.718832
28.736265,28.729607
28.704027,28.713799
28.704027,28.707760
28.704027,28.705454
28.736265,28.724497
28.704027,28.711845
28.736265,28.726938
28.736265,28.732702
28.704027,28.714979
28.704027,28.708210
28.736265,28.725550
28.768499,28.752094
28.736265,28.742311
28.671793,28.698729
28.736265,28.721928
28.736265,28.730789
28.768499,28.754095
28.736265,28.743076
28.768499,28.758789
28.704027,28.724945
28.704027,28.712017
28.671793,28.687157
28.736265,28.717508
28.704027,28.709177
28.704027,28.705994
28.736265,28.724703
28.704027,28.711926
28.736265,28.726969
28.671793,28.692869
28.736265,28.719690
28.736265,28.729935
28.704027,28.713923
28.736265,28.727732
28.736265,28.733006
28.768499,28.754942
28.736265,28.743399
28.832968,28.798756
28.800734,28.799978
28.768499,28.780523
28.736265,28.753170
28.768499,28.762644
28.736265,28.746342
28.768499,28.760036
28.575090,28.645733
28.736265,28.701685
28.832968,28.782822
28.704027,28.734123
28.736265,28.735447
28.736265,28.735952
28.736265,28.736145
28.704027,28.716295
28.671793,28.688791
28.704027,28.698208
28.704027,28.701805
28.736265,28.723103
28.736265,28.731237
28.768499,28.754267
28.736265,28.743141
28.768499,28.758814
28.736265,28.744879
28.736265,28.739555
28.736265,28.737522
28.736265,28.736746
28.736265,28.736448
28.736265,28.736336
28.768499,28.756214
28.768499,28.763807
28.704027,28.726862
28.768499,28.752596
28.736265,28.742502
28.704027,28.718723
28.510622,28.590109
28.704027,28.660515
28.704027,28.687407
28.704027,28.697680
28.768499,28.741449
28.736265,28.738245
28.800734,28.776865
28.800734,28.791616
28.704027,28.737484
28.704027,28.716806
28.768499,28.748755
28.736265,28.741035
28.768499,28.758009
28.800734,28.784414
28.704027,28.734732
28.800734,28.775522
28.639559,28.691492
28.704027,28.699240
28.671793,28.682276
28.704027,28.695719
28.736265,28.720778
28.704027,28.710424
28.704027,28.706470
28.704027,28.704960
28.736265,28.724308
28.800734,28.771542
28.704027,28.729815
28.768499,28.753723
28.800734,28.782778
28.768499,28.773952
28.704027,28.730736
28.800734,28.773996
28.768499,28.770599
28.768499,28.769302
28.736265,28.748884
28.768499,28.761007
28.704027,28.725792
28.768499,28.752186
28.768499,28.762268
28.704027,28.726273
28.736265,28.732449
28.736265,28.734808
28.736265,28.735708
28.704027,28.716127
28.704027,28.708649
28.736265,28.725718
28.768499,28.752159
28.768499,28.762259
28.736265,28.746193
28.736265,28.740057
28.768499,28.757635
28.704027,28.724504
28.768499,28.751696
28.768499,28.762081

